	0
sofreguidão	raiva
calamidade	tristeza
gratificação	alegria
desumanidade	medo
enfado	nojo
voracidade	raiva
catástrofe	tristeza
gorjeta	alegria
bestialidade	medo
enfaro	nojo
fome	raiva
revés	tristeza
caixinha	alegria
crime	medo
asca	nojo
impulso	raiva
tragédia	tristeza
beneplácito	alegria
feiura	medo
enjeitamento	nojo
ímpeto	raiva
tormento	tristeza
consentimento	alegria
monstro	medo
entejo	nojo
rompante	raiva
mesquinhez	tristeza
aprovação	alegria
bicho	medo
estranhamento	nojo
repente	raiva
contratempo	tristeza
prazimento	alegria
diabo	medo
repúdio	nojo
arroubo	raiva
intempérie	tristeza
mimo	alegria
mostrengo	medo
resistência	nojo
acesso	raiva
volta	tristeza
agradecimento	alegria
canhão	medo
oposição	nojo
malquerença	raiva
lástima	tristeza
perfume	alegria
bruxa	medo
objeção	nojo
excitação	raiva
golpe	tristeza
complacência	alegria
bruaca	medo
contestação	nojo
ardor	raiva
derrota	tristeza
delícia	alegria
xaveco	medo
denegação	nojo
fervor	raiva
sorte	tristeza
volúpia	alegria
bagulho	medo
divergência	nojo
êxtase	raiva
negrura	tristeza
comodidade	alegria
jararaca	medo
impugnação	nojo
frenesi	raiva
negrume	tristeza
conveniência	alegria
bucho	medo
nega	nojo
impetuosidade	raiva
miséria	tristeza
sanção	alegria
desagrado	medo
negaça	nojo
moda	raiva
sentimento	tristeza
cômodo	alegria
desprazer	medo
negação	nojo
repelo	raiva
moleza	tristeza
bem-aventurança	alegria
contrariedade	medo
negamento	nojo
violência	raiva
atribulação	tristeza
ventura	alegria
dificuldade	medo
recusa	nojo
voga	raiva
caiporismo	tristeza
dita	alegria
amofinação	medo
refusão	nojo
onda	raiva
casmurrice	tristeza
fortuna	alegria
dinheirão	medo
refutação	nojo
loucura	raiva
hipocondria	tristeza
sucesso	alegria
dinheirada	medo
rejeição	nojo
paixão	raiva
insucesso	tristeza
êxito	alegria
dinheirama	medo
anorexia	nojo
desespero	raiva
macaca	tristeza
triunfo	alegria
exorbitância	medo
cansaço	nojo
embravecimento	raiva
mofina	tristeza
vitória	alegria
batelada	medo
canseira	nojo
encarniçamento	raiva
morrinha	tristeza
acerto	alegria
monte	medo
fadiga	nojo
tesão	raiva
suicídio	tristeza
glória	alegria
montão	medo
inapetência	nojo
força	raiva
taciturnidade	tristeza
congratulações	alegria
quantidade	medo
quebreira	nojo
elã	raiva
transtorno	tristeza
felicitações	alegria
abundância	medo
sufocação	nojo
agastamento	raiva
urucubaca	tristeza
cumprimentos	alegria
enxurrada	medo
saciedade	nojo
amolação	raiva
vicissitude	tristeza
exultação	alegria
porção	medo
displicência	nojo
enguiço	raiva
zica	tristeza
regalo	alegria
profusão	medo
monotonia	nojo
feitiço	raiva
tanglomanglo	tristeza
distração	alegria
série	medo
xarope	nojo
mau-olhado	raiva
malemolência	tristeza
diversão	alegria
chorrilho	medo
hostilidade	nojo
quebranto	raiva
decepção	tristeza
divertimento	alegria
mundo	medo
animadversão	nojo
incompatibilidade	raiva
inconformação	tristeza
entretenimento	alegria
mundaréu	medo
inimizade	nojo
braveza	raiva
desprazimento	tristeza
passatempo	alegria
amontoado	medo
prevenção	nojo
enfurecimento	raiva
malgrado	tristeza
recreação	alegria
intensamente	medo
calor	nojo
ferocidade	raiva
abate	tristeza
satisfazer	alegria
muito	medo
veemência	nojo
briga	raiva
nirvana	tristeza
comprazer	alegria
bastante	medo
arrojo	nojo
desavença	raiva
baixa	tristeza
aprazer	alegria
imenso	medo
audácia	nojo
luta	raiva
rebaixamento	tristeza
agradar	alegria
demais	medo
bravura	nojo
rixa	raiva
debilidade	tristeza
permissão	alegria
demasiado	medo
brio	nojo
avaria	raiva
enfraquecimento	tristeza
alvoroço	alegria
demasiadamente	medo
coragem	nojo
defeito	raiva
acabrunhamento	tristeza
amenidade	alegria
excessivamente	medo
determinação	nojo
falha	raiva
abaixamento	tristeza
calma	alegria
exageradamente	medo
disposição	nojo
agressão	raiva
dedução	tristeza
conforto	alegria
respeito	medo
intrepidez	nojo
hostilização	raiva
desconto	tristeza
despreocupação	alegria
caguira	medo
ousadia	nojo
ofensa	raiva
diminuição	tristeza
otimismo	alegria
sobrosso	medo
valentia	nojo
dureza	raiva
humilhação	tristeza
tranquilidade	alegria
reverência	medo
enojamento	nojo
brutalidade	raiva
languidez	tristeza
aconchego	alegria
obediência	medo
chateação	nojo
belicosidade	raiva
palerma	tristeza
saúde	alegria
veneração	medo
ambição	nojo
dinamismo	raiva
abalo	tristeza
segurança	alegria
sobressalto	medo
desinteresse	nojo
energia	raiva
caimento	tristeza
beatitude	alegria
desassossego	medo
vazio	nojo
empreendimento	raiva
decadência	tristeza
bem	alegria
inquietude	medo
pasmaceira	nojo
atividade	raiva
declínio	tristeza
independência	alegria
assombro	medo
apatia	nojo
cisma	raiva
ruína	tristeza
prosperidade	alegria
ameaça	medo
morte	nojo
antagonismo	raiva
escuridão	tristeza
benevolência	alegria
tremor	medo
anojamento	nojo
desafeição	raiva
baixeza	tristeza
benignidade	alegria
pontualidade	medo
solda	nojo
implicação	raiva
indiferença	tristeza
condescendência	alegria
zelo	medo
noite	nojo
implicância	raiva
anemia	tristeza
estorvo	alegria
diligência	medo
abalançar	nojo
pontinha	raiva
astenia	tristeza
conteúdo	alegria
empenho	medo
romanear	nojo
quizília	raiva
letargia	tristeza
doçura	alegria
rigor	medo
sopesar	nojo
teiró	raiva
estrago	tristeza
desenfado	alegria
escrúpulo	medo
avaliar	nojo
alergia	raiva
fossa	tristeza
maravilha	alegria
cuidado	medo
apreciar	nojo
contragosto	raiva
diferença	tristeza
alienação	alegria
salto	medo
analisar	nojo
embirração	raiva
arrefecimento	tristeza
absorção	alegria
surpresa	medo
considerar	nojo
quizila	raiva
redução	tristeza
delírio	alegria
tremura	medo
estimar	nojo
mau humor	raiva
desgaste	tristeza
endeusamento	alegria
espavento	medo
estudar	nojo
desdém	raiva
matança	tristeza
embevecimento	alegria
alarme	medo
examinar	nojo
desconsideração	raiva
lentidão	tristeza
enlevamento	alegria
assombração	medo
observar	nojo
desapreço	raiva
esgotamento	tristeza
fascínio	alegria
peladura	medo
ponderar	nojo
descaso	raiva
torpor	tristeza
transporte	alegria
acovardamento	medo
presumir	nojo
frieza	raiva
opressão	tristeza
suspensão	alegria
intranquilidade	medo
imaginar	nojo
desatenção	raiva
aniquilamento	tristeza
embriaguez	alegria
intimidação	medo
calcular	nojo
menosprezo	raiva
atimia	tristeza
encanto	alegria
consumição	medo
conjecturar	nojo
menoscabo	raiva
derrubada	tristeza
enleio	alegria
mortificação	medo
prever	nojo
depreciação	raiva
descaimento	tristeza
anagogia	alegria
desconfiança	medo
supor	nojo
vilipêndio	raiva
desvalorização	tristeza
contemplação	alegria
pressentimento	medo
influenciar	nojo
detração	raiva
lombeira	tristeza
espasmo	alegria
hesitação	medo
atuar	nojo
pouco-caso	raiva
marasmo	tristeza
enlevação	alegria
suspeita	medo
induzir	nojo
desrespeito	raiva
morbidez	tristeza
voo	alegria
suspeição	medo
influir	nojo
desacato	raiva
nostalgia	tristeza
pasto	alegria
arquejo	medo
instigar	nojo
negligência	raiva
quebra	tristeza
riso	alegria
estertor	medo
intervir	nojo
desfavor	raiva
quebradeira	tristeza
flama	alegria
impaciência	medo
motivar	nojo
desamor	raiva
quebramento	tristeza
interesse	alegria
vasca	medo
sugestionar	nojo
desculto	raiva
quebrantamento	tristeza
vida	alegria
estresse	medo
recair	nojo
desprendimento	raiva
amortização	tristeza
vigor	alegria
stress	medo
incidir	nojo
abandono	raiva
bônus	tristeza
admiração	alegria
aspiração	medo
apertar	nojo
desapego	raiva
inanição	tristeza
encantamento	alegria
ofego	medo
calcar	nojo
alheamento	raiva
subtração	tristeza
frenesim	alegria
anelo	medo
estender-se	nojo
renúncia	raiva
umbigo	tristeza
centelha	alegria
anelação	medo
imprensar	nojo
abnegação	raiva
decremento	tristeza
estro	alegria
confusão	medo
oprimir	nojo
isenção	raiva
depleção	tristeza
iluminação	alegria
dubiedade	medo
premer	nojo
relutância	raiva
adelgaçamento	tristeza
inspiração	alegria
ambiguidade	medo
prensar	nojo
queixa	raiva
saudade	tristeza
lampejo	alegria
dubiez	medo
pressionar	nojo
despeito	raiva
banzo	tristeza
sopro	alegria
imprecisão	medo
sobrecarregar	nojo
fel	raiva
derrotismo	tristeza
transe	alegria
indecisão	medo
abater	nojo
melindre	raiva
desconforto	tristeza
paladar	alegria
indefinição	medo
aborrecer	nojo
ciúme	raiva
malacia	tristeza
gustação	alegria
indeterminação	medo
chatear	nojo
escamação	raiva
viuvez	tristeza
sabor	alegria
insegurança	medo
desagradar	nojo
mossa	raiva
desconsolação	tristeza
sensação	alegria
interrogação	medo
descontentar	nojo
ressaibo	raiva
afeição	tristeza
palato	alegria
irresolução	medo
desgostar	nojo
higrofobia	raiva
sufoco	tristeza
saibo	alegria
oscilação	medo
estorvar	nojo
querer	raiva
pecado	tristeza
apetência	alegria
perplexidade	medo
importunar	nojo
cobiça	raiva
trauma	tristeza
aptidão	alegria
vacilação	medo
incomodar	nojo
cupidez	raiva
desmaio	tristeza
propensão	alegria
cobardia	medo
maçar	nojo
febre	raiva
desfalecimento	tristeza
predileção	alegria
tremelique	medo
magoar	nojo
apego	raiva
síncope	tristeza
predisposição	alegria
maricagem	medo
perturbar	nojo
sede	raiva
preguiça	tristeza
inclinação	alegria
adinamia	medo
apiedar	nojo
lubricidade	raiva
amortecimento	tristeza
tendência	alegria
fragilidade	medo
comiserar	nojo
tentação	raiva
chatice	tristeza
preferência	alegria
atonia	medo
comover	nojo
fantasia	raiva
perda	tristeza
simpatia	alegria
debilitação	medo
compadecer	nojo
concupiscência	raiva
má sorte	tristeza
queda	alegria
definhamento	medo
compungir	nojo
atração	raiva
desastre	tristeza
fraco	alegria
depauperação	medo
condoer	nojo
atração física	raiva
tribulação	tristeza
pendor	alegria
esfalfamento	medo
consternar	nojo
libido	raiva
desfortúnio	tristeza
habilidade	alegria
extenuação	medo
contristar	nojo
apetite sexual	raiva
desgraceira	tristeza
vocação	alegria
fraqueira	medo
emocionar	nojo
lascívia	raiva
amuo	tristeza
veia	alegria
neurastenia	medo
enternecer	nojo
propósito	raiva
agrura	tristeza
sensibilidade	alegria
acobardamento	medo
entristecer	nojo
pretensão	raiva
desilusão	tristeza
bom gosto	alegria
desbrio	medo
molestar	nojo
desígnio	raiva
desapontamento	tristeza
elegância	alegria
tibiez	medo
penalizar	nojo
intenção	raiva
desencanto	tristeza
finura	alegria
tibieza	medo
sensibilizar	nojo
intento	raiva
desencantamento	tristeza
fineza	alegria
timidez	medo
tocar	nojo
intuito	raiva
arrependimento	tristeza
refinamento	alegria
vício	medo
equilibrar-se	nojo
capricho	raiva
penar	tristeza
requinte	alegria
deficiência	medo
compaixão	nojo
devaneio	raiva
suplício	tristeza
esmero	alegria
deformidade	medo
compunção	nojo
extravagância	raiva
martírio	tristeza
primor	alegria
desdouro	medo
contrição	nojo
mania	raiva
calvário	tristeza
discrição	alegria
deslustre	medo
nuvem	nojo
obstinação	raiva
prova	tristeza
harmonia	alegria
eiva	medo
pesadume	nojo
sonho	raiva
provação	tristeza
maneira	alegria
falta	medo
remorso	nojo
teimosia	raiva
tortura	tristeza
modo	alegria
imperfeição	medo
problema	nojo
veleidade	raiva
penúria	tristeza
jeito	alegria
ineficácia	medo
pepino	nojo
veneta	raiva
pobreza	tristeza
estilo	alegria
ineficiência	medo
fumo	nojo
rasgo	raiva
flagelo	tristeza
forma	alegria
inutilidade	medo
braçal	nojo
alvitre	raiva
paciência	tristeza
critério	alegria
labéu	medo
vexame	nojo
arbítrio	raiva
resignação	tristeza
opinião	alegria
mácula	medo
desonra	nojo
bel-prazer	raiva
conformação	tristeza
discernimento	alegria
mancha	medo
enxovalho	nojo
cabeça	raiva
conformidade	tristeza
escolha	alegria
senão	medo
opróbrio	nojo
juízo	raiva
tolerância	tristeza
mercê	alegria
indefensabilidade	medo
ignomínia	nojo
ganância	raiva
incômodo	tristeza
talante	alegria
vulnerabilidade	medo
demérito	nojo
precedência	raiva
maçada	tristeza
opção	alegria
delicadeza	medo
descrédito	nojo
primazia	raiva
apoquentação	tristeza
retribuição	alegria
subtileza	medo
aviltamento	nojo
amor	raiva
aperreação	tristeza
recompensa	alegria
palidez	medo
desdoiro	nojo
lazeira	raiva
insipidez	tristeza
festa	alegria
pasmo	medo
indisposição	nojo
ataque	raiva
azarão	tristeza
aleluia	alegria
choque	medo
náuseas	nojo
agitação	raiva
baldão	tristeza
rejubilação	alegria
estupefação	medo
achaque	nojo
alma	raiva
imprevisto	tristeza
sol	alegria
estuporação	medo
enfermidade	nojo
movimento	raiva
acaso	tristeza
amizade	alegria
estranheza	medo
doença	nojo
fissura	raiva
acontecimento	tristeza
apreço	alegria
estranhez	medo
treco	nojo
súbito	raiva
casualidade	tristeza
brandura	alegria
aviso	medo
mazela	nojo
vivacidade	raiva
evento	tristeza
consideração	alegria
balbúrdia	medo
disforia	nojo
abrasamento	raiva
eventualidade	tristeza
cafuné	alegria
brado	medo
andaço	nojo
focagem	raiva
ocorrência	tristeza
meiguice	alegria
rebate	medo
embaraço	nojo
gama	raiva
acarretar	tristeza
ternura	alegria
sinal	medo
acanhamento	nojo
incandescência	raiva
causar	tristeza
atenção	alegria
tumulto	medo
agravo	nojo
instinto	raiva
ocasionar	tristeza
desvelo	alegria
celeuma	medo
desfeita	nojo
rapto	raiva
originar	tristeza
proteção	alegria
repique	medo
doesto	nojo
surto	raiva
provocar	tristeza
festinhas	alegria
crueza	medo
infâmia	nojo
empolgação	raiva
destino	tristeza
blandície	alegria
selvageria	medo
injúria	nojo
assanho	raiva
fado	tristeza
adulação	alegria
impiedade	medo
insulto	nojo
desaforo	raiva
drama	tristeza
festas	alegria
truculência	medo
pirraça	nojo
penalidade	raiva
fatalismo	tristeza
afagamento	alegria
maldade	medo
provocação	nojo
sentença	raiva
emergência	tristeza
blandícia	alegria
malignidade	medo
ultraje	nojo
condenação	raiva
sinistro	tristeza
lisonja	alegria
malvadeza	medo
vitupério	nojo
correção	raiva
urgência	tristeza
amabilidade	alegria
perversidade	medo
vergonheira	nojo
corretivo	raiva
raio	tristeza
apaparico	alegria
improbidade	medo
vexação	nojo
emenda	raiva
estrela	tristeza
favor	alegria
barbárie	medo
dispneia	nojo
exemplo	raiva
sina	tristeza
paparico	alegria
barbaria	medo
estafa	nojo
preço	raiva
descalabro	tristeza
apoio	alegria
barbarismo	medo
exaustão	nojo
penitência	raiva
desfortuna	tristeza
benesse	alegria
ruindade	medo
falta de ar	nojo
expiação	raiva
antropofobia	tristeza
favorecimento	alegria
inumanidade	medo
lassidão	nojo
imposição	raiva
insociabilidade	tristeza
graça	alegria
severidade	medo
moedeira	nojo
coima	raiva
introversão	tristeza
polidez	alegria
inflexibilidade	medo
assalto	nojo
escarmento	raiva
isolamento	tristeza
cordialidade	alegria
intransigência	medo
combate	nojo
vindita	raiva
afastamento	tristeza
afabilidade	alegria
irredutibilidade	medo
invectiva	nojo
látego	raiva
reclusão	tristeza
graciosidade	alegria
inclemência	medo
investida	nojo
repreensão	raiva
retraimento	tristeza
deferência	alegria
aspereza	medo
afrontação	nojo
bronca	raiva
reserva	tristeza
cavalheirismo	alegria
acerbidade	medo
afrontamento	nojo
reprimenda	raiva
abortamento	tristeza
política	alegria
insensibilidade	medo
confronto	nojo
advertência	raiva
desmancho	tristeza
polimento	alegria
impassibilidade	medo
aperto	nojo
chamada	raiva
amblose	tristeza
lhaneza	alegria
sangue-frio	medo
afligimento	nojo
admoestação	raiva
móvito	tristeza
urbanidade	alegria
anomalia	medo
atormentação	nojo
lição	raiva
fracasso	tristeza
civilidade	alegria
aleijão	medo
colapso	nojo
ensinadela	raiva
malogro	tristeza
solicitude	alegria
cacogênese	medo
involução	nojo
sermão	raiva
fiasco	tristeza
galanteria	alegria
enormidade	medo
perecimento	nojo
carraspana	raiva
falhanço	tristeza
cerimônia	alegria
judiaria	medo
derrocada	nojo
descompostura	raiva
deformação	tristeza
cumprimento	alegria
judiação	medo
depauperamento	nojo
sabão	raiva
anormalidade	tristeza
vênia	alegria
teratismo	medo
descensão	nojo
sarabanda	raiva
aberração	tristeza
mesura	alegria
disparate	medo
pressa	nojo
censura	raiva
desvio	tristeza
saudação	alegria
absurdo	medo
correria	nojo
cautério	raiva
monstrengo	tristeza
salva	alegria
desatino	medo
precipitação	nojo
importunação	raiva
fealdade	tristeza
cortejo	alegria
tirania	medo
afobação	nojo
espalhanço	raiva
inadequadamente	tristeza
rapapé	alegria
heresia	medo
azáfama	nojo
surra	raiva
ilegalmente	tristeza
salamaleque	alegria
contrassenso	medo
açodamento	nojo
sova	raiva
desarmoniosamente	tristeza
zumbaia	alegria
fereza	medo
afã	nojo
espancamento	raiva
erradamente	tristeza
presente	alegria
sevícia	medo
apuro	nojo
pancadaria	raiva
defeituosamente	tristeza
lembrança	alegria
canibalismo	medo
demora	nojo
pau	raiva
incorretamente	tristeza
oferta	alegria
animal	medo
arranco	nojo
bordoada	raiva
irregularmente	tristeza
prenda	alegria
sangue	medo
pieira	nojo
esfrega	raiva
de leve	tristeza
homenagem	alegria
indignidade	medo
gravidade	nojo
trepa	raiva
deficientemente	tristeza
tributo	alegria
excesso	medo
bagagem	nojo
tosa	raiva
imperfeitamente	tristeza
louvor	alegria
malícia	medo
carga	nojo
tosquiadela	raiva
incompletamente	tristeza
preito	alegria
inconsciência	medo
carregamento	nojo
tareia	raiva
insatisfatoriamente	tristeza
benefício	alegria
iniquidade	medo
carrego	nojo
escovadela	raiva
insuficientemente	tristeza
obséquio	alegria
maus-tratos	medo
fardo	nojo
açoite	raiva
pouco	tristeza
distinção	alegria
animalidade	medo
frete	nojo
malha	raiva
rapidamente	tristeza
donaire	alegria
estupidez	medo
volume	nojo
malhação	raiva
a custo	tristeza
galhardia	alegria
transgressão	medo
ascendência	nojo
alvedrio	raiva
apenas	tristeza
garbo	alegria
infração	medo
autoridade	nojo
líbito	raiva
com dificuldade	tristeza
garbosidade	alegria
violação	medo
crédito	nojo
mando	raiva
desfavoravelmente	tristeza
propina	alegria
delito	medo
importância	nojo
moto-próprio	raiva
dificilmente	tristeza
adiafa	alegria
tropeço	medo
influência	nojo
nução	raiva
dificultosamente	tristeza
emolumento	alegria
engano	medo
mérito	nojo
poder	raiva
negativamente	tristeza
espórtula	alegria
equívoco	medo
prestígio	nojo
volição	raiva
penosamente	tristeza
lambidela	alegria
erro	medo
valor	nojo
dedicação	raiva
barbaramente	tristeza
molha	alegria
deslize	medo
ânimo	nojo
aplicação	raiva
bruscamente	tristeza
molhadela	alegria
criminalidade	medo
culpa	nojo
firmeza	raiva
cruelmente	tristeza
molhadura	alegria
delinquência	medo
compromisso	nojo
capricheira	raiva
desumanamente	tristeza
mota	alegria
incoerência	medo
dever	nojo
decisão	raiva
duramente	tristeza
cafezinho	alegria
despautério	medo
encargo	nojo
deliberação	raiva
grosseiramente	tristeza
cerveja	alegria
despropósito	medo
incumbência	nojo
ordem	raiva
impropriamente	tristeza
copinho	alegria
ilogismo	medo
obrigação	nojo
resolução	raiva
inconvenientemente	tristeza
cinzel	alegria
irracionalidade	medo
ônus	nojo
carência	raiva
indevidamente	tristeza
escopro	alegria
feioso	medo
responsabilidade	nojo
precisão	raiva
injustamente	tristeza
caixote	alegria
criatura	medo
halter	nojo
necessidade	raiva
rudemente	tristeza
relicário	alegria
ogro	medo
haltere	nojo
à vontade	raiva
severamente	tristeza
boceta	alegria
besta	medo
tonteira	nojo
boa vontade	raiva
jamais	tristeza
xixica	alegria
desumano	medo
delíquio	nojo
unha	raiva
não	tristeza
licença	alegria
cruel	medo
atordoamento	nojo
dedo	raiva
nunca	tristeza
autorização	alegria
malvado	medo
aturdimento	nojo
mão	raiva
assim que	tristeza
concessão	alegria
desalmado	medo
vertigem	nojo
gadanho	raiva
logo que	tristeza
concordância	alegria
perverso	medo
perturbação	nojo
gafa	raiva
acidente	tristeza
anuência	alegria
bárbaro	medo
zonzeira	nojo
grifo	raiva
dano	tristeza
aquiescência	alegria
atroz	medo
descomedimento	nojo
gatázio	raiva
maldição	tristeza
assentimento	alegria
diabólico	medo
exagero	nojo
afinco	raiva
prejuízo	tristeza
deferimento	alegria
fera	medo
imoderação	nojo
persistência	raiva
adoecimento	tristeza
aceitação	alegria
carrasco	medo
arrogância	nojo
perseverança	raiva
distúrbio	tristeza
outorga	alegria
celerado	medo
atrevimento	nojo
tenacidade	raiva
morbo	tristeza
aval	alegria
fenômeno	medo
cinismo	nojo
fibra	raiva
desvantagem	tristeza
adesão	alegria
portento	medo
desavergonhamento	nojo
esforço	raiva
inconveniência	tristeza
aderência	alegria
prodígio	medo
descaramento	nojo
intensidade	raiva
malefício	tristeza
acedência	alegria
colosso	medo
desfaçatez	nojo
constância	raiva
malevolência	tristeza
acessão	alegria
gênio	medo
desplante	nojo
rapacidade	raiva
malfeito	tristeza
assenso	alegria
enorme	medo
insolência	nojo
domínio	raiva
nocividade	tristeza
transigência	alegria
gigante	medo
petulância	nojo
controle	raiva
perniciosidade	tristeza
indulgência	alegria
gigantesco	medo
sem-vergonhice	nojo
jugo	raiva
mal-entendido	tristeza
flexibilidade	alegria
colossal	medo
sem-vergonhismo	nojo
dominação	raiva
foi mal	tristeza
contemporização	alegria
descomunal	medo
arbitrariedade	nojo
prepotência	raiva
borrasca	tristeza
compreensão	alegria
desmedido	medo
despotismo	nojo
gavinha	raiva
impedimento	tristeza
consenso	alegria
alimária	medo
defloramento	nojo
cirro	raiva
inversão	tristeza
unanimidade	alegria
animalejo	medo
desfloração	nojo
elo	raiva
óbice	tristeza
entendimento	alegria
animália	medo
estupro	nojo
expectativa	raiva
obstáculo	tristeza
acordo	alegria
asno	medo
superstição	nojo
tensão	raiva
percalço	tristeza
consonância	alegria
bichano	medo
crendice	nojo
gula	raiva
cataclismo	tristeza
oferenda	alegria
bicho-de-pé	medo
abusão	nojo
avareza	raiva
apocalipse	tristeza
brinde	alegria
burro	medo
estopada	nojo
inveja	raiva
hecatombe	tristeza
dádiva	alegria
cupim	medo
arrufo	nojo
usura	raiva
armagedom	tristeza
beleza	alegria
inseto	medo
vácuo	nojo
edacidade	raiva
devastação	tristeza
perfeição	alegria
piolho	medo
arrenegação	nojo
glutonaria	raiva
destruição	tristeza
brinco	alegria
térmite	medo
enfadamento	nojo
esganação	raiva
epidemia	tristeza
joia	alegria
traça	medo
flagelação	nojo
olho grande	raiva
convulsão	tristeza
suavidade	alegria
verme	medo
seca	nojo
intemperança	raiva
praga	tristeza
brinco-de-princesa	alegria
bruto	medo
descarte	nojo
destemperança	raiva
apertura	tristeza
fúcsia	alegria
cavalo	medo
despojo	nojo
alarvaria	raiva
espinho	tristeza
lágrima	alegria
estúpido	medo
refugo	nojo
orexia	raiva
perseguição	tristeza
gratidão	alegria
grosseiro	medo
despojamento	nojo
desnutrição	raiva
inferno	tristeza
gratulação	alegria
grosso	medo
abstenção	nojo
subalimentação	raiva
complicação	tristeza
reconhecimento	alegria
mal-educado	medo
desabrigo	nojo
subnutrição	raiva
trato	tristeza
compensação	alegria
corajoso	medo
desamparo	nojo
escassez	raiva
véu	tristeza
paga	alegria
decidido	medo
desarrimo	nojo
indigência	raiva
obsessão	tristeza
pagamento	alegria
desassombrado	medo
descuramento	nojo
inópia	raiva
perigo	tristeza
prêmio	alegria
amigo	medo
desleixo	nojo
míngua	raiva
atenazamento	tristeza
recompensação	alegria
camarada	medo
esquecimento	nojo
privação	raiva
dolência	tristeza
aroma	alegria
cara	medo
descuido	nojo
rafa	raiva
cilício	tristeza
odor	alegria
chapa	medo
desproteção	nojo
unha de fome	raiva
cruz	tristeza
bálsamo	alegria
fulano	medo
fora	nojo
alor	raiva
espinha	tristeza
cheiro	alegria
ás	medo
negativa	nojo
lance	raiva
pesadelo	tristeza
eflúvio	alegria
bom	medo
desacolhimento	nojo
pulsão	raiva
sobrecarga	tristeza
essência	alegria
especialista	medo
preterição	nojo
encorajamento	raiva
traspasso	tristeza
fragrância	alegria
exímio	medo
repudiação	nojo
estímulo	raiva
mesquinharia	tristeza
olência	alegria
experto	medo
ostracismo	nojo
incentivo	raiva
vileza	tristeza
olor	alegria
perito	medo
desaceitação	nojo
incitamento	raiva
sordidez	tristeza
água-de-colônia	alegria
bonificação	medo
renunciação	nojo
instigação	raiva
insignificância	tristeza
colônia	alegria
aprendiz	medo
distanciamento	nojo
arranque	raiva
pequenez	tristeza
unção	alegria
calouro	medo
inaptidão	nojo
empurrão	raiva
sovinice	tristeza
conchego	alegria
estudante	medo
incapacidade	nojo
