	0
engenho	alegria
inteligência	alegria
intelecto	alegria
dia	alegria
roda	alegria
guarda-sol	alegria
judiação	alegria
festa	alegria
celebração	alegria
comemoração	alegria
festividade	alegria
festival	alegria
ato	alegria
função	alegria
solenidade	alegria
recepção	alegria
festejo	alegria
fuzuê	alegria
gala	alegria
cerimônia	alegria
festança	alegria
festim	alegria
repasto	alegria
refeição	alegria
ágape	alegria
banquete	alegria
boda	alegria
bacanal	alegria
orgia	alegria
bebedeira	alegria
convite	alegria
convívio	alegria
farra	alegria
baderna	alegria
bródio	alegria
deboche	alegria
dissipação	alegria
estroinice	alegria
folgança	alegria
folguedo	alegria
folia	alegria
gaudério	alegria
pagode	alegria
pândega	alegria
patuscada	alegria
reinação	alegria
gandaia	alegria
súcia	alegria
bagunça	alegria
esbórnia	alegria
fuzarca	alegria
noitada	alegria
noite	alegria
opa	alegria
rapioca	alegria
saturnal	alegria
evento	alegria
acontecimento	alegria
episódio	alegria
fenômeno	alegria
lance	alegria
ocorrência	alegria
caso	alegria
fato	alegria
lanço	alegria
sucedido	alegria
sucesso	alegria
acaso	alegria
azar	alegria
acidente	alegria
casualidade	alegria
contingência	alegria
eventualidade	alegria
imprevisto	alegria
incidente	alegria
jogada	alegria
possibilidade	alegria
vicissitude	alegria
espetáculo	alegria
sarau	alegria
serão	alegria
partida	alegria
reunião	alegria
dança	alegria
concerto	alegria
carícia	alegria
carinho	alegria
afeição	alegria
amor	alegria
apreço	alegria
brandura	alegria
consideração	alegria
afago	alegria
cafuné	alegria
mimo	alegria
doçura	alegria
meiguice	alegria
ternura	alegria
capricho	alegria
cuidado	alegria
desvelo	alegria
esmero	alegria
feriado	alegria
sueto	alegria
brecha	alegria
folga	alegria
féria	alegria
férias	alegria
recesso	alegria
intervalo	alegria
parada	alegria
paragem	alegria
escondedouro	alegria
esconderijo	alegria
escaninho	alegria
esconso	alegria
lugarejo	alegria
recanto	alegria
recôndito	alegria
refúgio	alegria
retiro	alegria
rincão	alegria
âmago	alegria
essência	alegria
imo	alegria
interioridade	alegria
íntimo	alegria
segredo	alegria
afastamento	alegria
distanciamento	alegria
trégua	alegria
tristeza	tristeza
infelicidade	tristeza
melancolia	tristeza
abatimento	tristeza
prostração	tristeza
desânimo	tristeza
depressão	tristeza
esmorecimento	tristeza
taciturnidade	tristeza
desinteresse	tristeza
desprazer	tristeza
fastio	tristeza
desalento	tristeza
desolação	tristeza
languidez	tristeza
sofrimento	tristeza
misantropia	tristeza
pesar	tristeza
saudade	tristeza
nostalgia	tristeza
banzo	tristeza
marasmo	tristeza
negrume	tristeza
hipocondria	tristeza
desgraça	tristeza
fatalidade	tristeza
destino	tristeza
sorte	tristeza
fado	tristeza
drama	tristeza
fatalismo	tristeza
calamidade	tristeza
catástrofe	tristeza
flagelo	tristeza
infortúnio	tristeza
tragédia	tristeza
mal	tristeza
aflição	tristeza
desgosto	tristeza
emergência	tristeza
mesquinhez	tristeza
intempérie	tristeza
desastre	tristeza
sinistro	tristeza
desdita	tristeza
urgência	tristeza
raio	tristeza
dita	tristeza
insucesso	tristeza
peso	tristeza
sina	tristeza
zica	tristeza
malemolência	tristeza
desventura	tristeza
castigo	tristeza
lástima	tristeza
miséria	tristeza
baldão	tristeza
descalabro	tristeza
desfortuna	tristeza
horror	tristeza
aborto	tristeza
abortamento	tristeza
desmancho	tristeza
amblose	tristeza
móvito	tristeza
fracasso	tristeza
frustração	tristeza
malogro	tristeza
fiasco	tristeza
falhanço	tristeza
imperfeição	tristeza
deformidade	tristeza
deformação	tristeza
anormalidade	tristeza
aberração	tristeza
anomalia	tristeza
defeito	tristeza
desvio	tristeza
monstro	tristeza
monstruosidade	tristeza
monstrengo	tristeza
feiura	tristeza
fealdade	tristeza
hediondez	tristeza
tormento	tristeza
dor	tristeza
pena	tristeza
suplício	tristeza
maus-tratos	tristeza
agonia	tristeza
angústia	tristeza
apertura	tristeza
martírio	tristeza
tribulação	tristeza
espinho	tristeza
moléstia	tristeza
padecimento	tristeza
perseguição	tristeza
ansiedade	tristeza
apreensão	tristeza
consumição	tristeza
mortificação	tristeza
inferno	tristeza
trato	tristeza
morte	tristeza
sufoco	tristeza
penitência	tristeza
véu	tristeza
obsessão	tristeza
perigo	tristeza
apoquentação	tristeza
atenazamento	tristeza
atribulação	tristeza
dolência	tristeza
flagelação	tristeza
provação	tristeza
receio	tristeza
calvário	tristeza
cilício	tristeza
cruz	tristeza
espinha	tristeza
pesadelo	tristeza
sobrecarga	tristeza
traspasso	tristeza
volta	tristeza
regresso	tristeza
retornamento	tristeza
retornança	tristeza
retorno	tristeza
revinda	tristeza
tornada	tristeza
vinda	tristeza
circunferência	tristeza
borda	tristeza
circuito	tristeza
circulação	tristeza
círculo	tristeza
contorno	tristeza
giro	tristeza
pirueta	tristeza
redor	tristeza
rodada	tristeza
rodeio	tristeza
rodopio	tristeza
rotação	tristeza
translação	tristeza
passeio	tristeza
girata	tristeza
saída	tristeza
virada	tristeza
viradela	tristeza
viragem	tristeza
espira	tristeza
espiral	tristeza
rosca	tristeza
volteio	tristeza
curva	tristeza
meandro	tristeza
serpeio	tristeza
sinuosidade	tristeza
tortuosidade	tristeza
ziguezague	tristeza
guinada	tristeza
modificação	tristeza
mudança	tristeza
reviravolta	tristeza
revolução	tristeza
transformação	tristeza
viravolta	tristeza
volta-face	tristeza
baque	tristeza
desaire	tristeza
desar	tristeza
fortuna	tristeza
desforço	tristeza
desforra	tristeza
despique	tristeza
forra	tristeza
reação	tristeza
réplica	tristeza
replicação	tristeza
represália	tristeza
resposta	tristeza
revanche	tristeza
revide	tristeza
saldo	tristeza
troco	tristeza
vindicta	tristeza
vingança	tristeza
restituição	tristeza
devolução	tristeza
compensação	tristeza
paga	tristeza
pagamento	tristeza
prêmio	tristeza
recompensa	tristeza
ressarcimento	tristeza
retribuição	tristeza
torna	tristeza
laço	tristeza
laçada	tristeza
por volta de	tristeza
golpe	tristeza
batida	tristeza
percussão	tristeza
murro	tristeza
pancada	tristeza
soco	tristeza
sopapo	tristeza
marca	tristeza
contusão	tristeza
pisadura	tristeza
equimose	tristeza
ferida	tristeza
ferimento	tristeza
hematoma	tristeza
lesão	tristeza
mossa	tristeza
pisadela	tristeza
trauma	tristeza
traumatismo	tristeza
talho	tristeza
corte	tristeza
incisão	tristeza
choque	tristeza
abalo	tristeza
comoção	tristeza
chofre	tristeza
rasgo	tristeza
artimanha	tristeza
truque	tristeza
ardil	tristeza
estratagema	tristeza
desfalque	tristeza
rombo	tristeza
roubo	tristeza
amotinação	tristeza
insurreição	tristeza
motim	tristeza
levante	tristeza
motinação	tristeza
putsch	tristeza
rebelião	tristeza
revolta	tristeza
sedição	tristeza
sublevação	tristeza
corrente	tristeza
lufada	tristeza
rajada	tristeza
bicada	tristeza
golada	tristeza
gole	tristeza
goleta	tristeza
golo	tristeza
hausto	tristeza
pinga	tristeza
sorvo	tristeza
tragada	tristeza
trago	tristeza
derrota	tristeza
perda	tristeza
aniquilação	tristeza
ruína	tristeza
detrimento	tristeza
estrago	tristeza
dispersão	tristeza
debandada	tristeza
destroço	tristeza
desbaratamento	tristeza
desbarato	tristeza
destituição	tristeza
deposição	tristeza
queda	tristeza
retirada	tristeza
derrubada	tristeza
desbaste	tristeza
abate	tristeza
caminho	tristeza
percurso	tristeza
itinerário	tristeza
rota	tristeza
direção	tristeza
rumo	tristeza
viagem	tristeza
roteiro	tristeza
trajetória	tristeza
órbita	tristeza
dissabor	tristeza
amolação	tristeza
aperreação	tristeza
desconforto	tristeza
mágoa	tristeza
agrura	tristeza
desprazimento	tristeza
insipidez	tristeza
sensaboria	tristeza
desenxabimento	tristeza
desenxabidez	tristeza
negrura	tristeza
escuridão	tristeza
escuro	tristeza
negridão	tristeza
negror	tristeza
negro	tristeza
escuridade	tristeza
trevas	tristeza
obscuridade	tristeza
pretidão	tristeza
pretume	tristeza
pretura	tristeza
manto	tristeza
perversidade	tristeza
crueldade	tristeza
ruindade	tristeza
maldade	tristeza
rudeza	tristeza
aspereza	tristeza
desencanto	tristeza
sombra	tristeza
névoa	tristeza
mácula	tristeza
mancha	tristeza
erro	tristeza
crime	tristeza
falta	tristeza
falha	tristeza
sentimento	tristeza
sensação	tristeza
emoção	tristeza
vivência	tristeza
afeto	tristeza
apego	tristeza
ligação	tristeza
estima	tristeza
bem-querer	tristeza
querença	tristeza
envolvimento	tristeza
afinidade	tristeza
amargura	tristeza
desconsolo	tristeza
consternação	tristeza
ânimo	tristeza
vontade	tristeza
vida	tristeza
inspiração	tristeza
convicção	tristeza
intuição	tristeza
pressentimento	tristeza
palpite	tristeza
suspeita	tristeza
faro	tristeza
bacorejo	tristeza
presságio	tristeza
tino	tristeza
compreensão	tristeza
sensibilidade	tristeza
empatia	tristeza
solidariedade	tristeza
piedade	tristeza
compaixão	tristeza
comiseração	tristeza
noção	tristeza
senso	tristeza
sentido	tristeza
consciência	tristeza
ideia	tristeza
conceito	tristeza
concepção	tristeza
entendimento	tristeza
qualidades	tristeza
caráter	tristeza
índole	tristeza
natureza	tristeza
coração	tristeza
temperamento	tristeza
feitio	tristeza
pêsames	tristeza
condolências	tristeza
moleza	tristeza
maciez	tristeza
macieza	tristeza
maleabilidade	tristeza
macio	tristeza
cansaço	tristeza
preguiça	tristeza
morosidade	tristeza
morrinha	tristeza
modorra	tristeza
indolência	tristeza
inatividade	tristeza
inércia	tristeza
lentidão	tristeza
lerdeza	tristeza
lombeira	tristeza
apatia	tristeza
entorpecimento	tristeza
torpor	tristeza
soneira	tristeza
sono	tristeza
sonolência	tristeza
langor	tristeza
frouxidão	tristeza
fraqueza	tristeza
molícia	tristeza
quebranto	tristeza
debilidade	tristeza
fragilidade	tristeza
pusilanimidade	tristeza
fácil	tristeza
simples	tristeza
descomplicado	tristeza
facilidade	tristeza
descomplicação	tristeza
acessível	tristeza
canja	tristeza
sopa	tristeza
transigência	tristeza
contemporização	tristeza
tolerância	tristeza
flexibilidade	tristeza
caiporismo	tristeza
caipora	tristeza
macaca	tristeza
urucubaca	tristeza
pé	tristeza
inhaca	tristeza
tanglomanglo	tristeza
ziguizira	tristeza
ziquizira	tristeza
casmurrice	tristeza
teimosia	tristeza
obstinação	tristeza
persistência	tristeza
embezerramento	tristeza
burrice	tristeza
mofina	tristeza
avareza	tristeza
tenacidade	tristeza
usura	tristeza
negra	tristeza
fraca	tristeza
suicídio	tristeza
tristura	tristeza
desesperança	tristeza
inquietação	tristeza
luto	tristeza
anojamento	tristeza
nojo	tristeza
solda	tristeza
soldadura	tristeza
soldagem	tristeza
enojo	tristeza
enojamento	tristeza
repulsa	tristeza
náusea	tristeza
asco	tristeza
engulho	tristeza
enjoo	tristeza
dó	tristeza
cipreste	tristeza
crepe	tristeza
problema	tristeza
pepino	tristeza
fumo	tristeza
braçal	tristeza
raiva	raiva
cólera	raiva
ódio	raiva
agressividade	raiva
violência	raiva
agressão	raiva
hostilidade	raiva
antipatia	raiva
inimizade	raiva
rivalidade	raiva
hostilização	raiva
ofensa	raiva
provocação	raiva
briga	raiva
combate	raiva
guerra	raiva
altercação	raiva
batalha	raiva
conflito	raiva
contenda	raiva
disputa	raiva
luta	raiva
dureza	raiva
solidez	raiva
consistência	raiva
endurecimento	raiva
enrijecimento	raiva
firmeza	raiva
rigidez	raiva
rijeza	raiva
rigor	raiva
intensidade	raiva
inclemência	raiva
austeridade	raiva
implacabilidade	raiva
inflexibilidade	raiva
rispidez	raiva
severidade	raiva
atrocidade	raiva
barbaridade	raiva
desumanidade	raiva
insensibilidade	raiva
frieza	raiva
secura	raiva
quebradeira	raiva
lisura	raiva
míngua	raiva
penúria	raiva
pindaíba	raiva
pobreza	raiva
privação	raiva
brutalidade	raiva
impetuosidade	raiva
ignorância	raiva
grosseria	raiva
estupidez	raiva
animal	raiva
excesso	raiva
insolência	raiva
indelicadeza	raiva
alarvaria	raiva
barbarismo	raiva
barbárie	raiva
bestialidade	raiva
canibalismo	raiva
sangue	raiva
selvageria	raiva
selvajaria	raiva
abrutamento	raiva
má-criação	raiva
belicosidade	raiva
dinamismo	raiva
ação	raiva
atividade	raiva
diligência	raiva
energia	raiva
força	raiva
grandiosidade	raiva
potência	raiva
vigor	raiva
vitalidade	raiva
garra	raiva
unha	raiva
dedo	raiva
mão	raiva
gadanho	raiva
gafa	raiva
grifo	raiva
gatázio	raiva
afinco	raiva
determinação	raiva
perseverança	raiva
fibra	raiva
esforço	raiva
empenho	raiva
constância	raiva
ganância	raiva
ambição	raiva
cobiça	raiva
avidez	raiva
cupidez	raiva
rapacidade	raiva
tirania	raiva
opressão	raiva
controle	raiva
jugo	raiva
dominação	raiva
prepotência	raiva
despotismo	raiva
gavinha	raiva
cirro	raiva
elo	raiva
empreendimento	raiva
acometida	raiva
cometida	raiva
acometimento	raiva
cometimento	raiva
iniciativa	raiva
execução	raiva
realização	raiva
efetuação	raiva
entrepresa	raiva
interpresa	raiva
projeto	raiva
tentame	raiva
tentativa	raiva
empresa	raiva
entidade	raiva
firma	raiva
negócio	raiva
organização	raiva
ousadia	raiva
coragem	raiva
valentia	raiva
arrojo	raiva
peito	raiva
bravura	raiva
intrepidez	raiva
destemor	raiva
valor	raiva
brio	raiva
desassombro	raiva
desembaraço	raiva
denodo	raiva
afoiteza	raiva
atrevimento	raiva
petulância	raiva
audácia	raiva
descaramento	raiva
desplante	raiva
desfaçatez	raiva
desaforo	raiva
arrogância	raiva
sem-vergonhice	raiva
sem-vergonhismo	raiva
desavergonhamento	raiva
imprudência	raiva
temeridade	raiva
irreflexão	raiva
insensatez	raiva
desatenção	raiva
descuido	raiva
negligência	raiva
inobservância	raiva
incúria	raiva
intimidade	raiva
familiaridade	raiva
informalidade	raiva
intromissão	raiva
sanha	raiva
braveza	raiva
ferocidade	raiva
fereza	raiva
brabeza	raiva
bravosidade	raiva
rancor	raiva
ojeriza	raiva
aversão	raiva
malquerença	raiva
odiosidade	raiva
relutância	raiva
queixa	raiva
animosidade	raiva
despeito	raiva
encarniçamento	raiva
fel	raiva
onda	raiva
oscilação	raiva
vaga	raiva
cacho	raiva
ondulação	raiva
abundância	raiva
afluência	raiva
afluxo	raiva
exuberância	raiva
fartura	raiva
jorro	raiva
profusão	raiva
quantidade	raiva
riqueza	raiva
torrente	raiva
barato	raiva
curtição	raiva
fingimento	raiva
dissimulação	raiva
falsidade	raiva
artifício	raiva
enganação	raiva
engodo	raiva
ostentação	raiva
confusão	raiva
desordem	raiva
embrulhada	raiva
rebuliço	raiva
tumulto	raiva
poder	raiva
exasperação	raiva
indignação	raiva
repulsão	raiva
execração	raiva
desprezo	raiva
desdém	raiva
desconsideração	raiva
desapreço	raiva
descaso	raiva
menosprezo	raiva
menoscabo	raiva
indiferença	raiva
pouco-caso	raiva
desleixo	raiva
desmazelo	raiva
abandono	raiva
displicência	raiva
inadvertência	raiva
omissão	raiva
depreciação	raiva
vilipêndio	raiva
detração	raiva
desrespeito	raiva
afronta	raiva
desobediência	raiva
desacatamento	raiva
desacato	raiva
descortesia	raiva
descumprimento	raiva
desveneração	raiva
incumprimento	raiva
insubordinação	raiva
insulto	raiva
irrespeito	raiva
irreverência	raiva
ultraje	raiva
desfavor	raiva
desabono	raiva
descrédito	raiva
desdoiro	raiva
desvalimento	raiva
desamor	raiva
desafeição	raiva
abnegação	raiva
desapego	raiva
desafeto	raiva
estranheza	raiva
estranhez	raiva
desculto	raiva
ignorante	raiva
renúncia	raiva
repugnância	raiva
repúdio	raiva
pavor	raiva
pânico	raiva
medo	raiva
susto	raiva
temor	raiva
terror	raiva
espanto	raiva
alarma	raiva
cagaço	raiva
estarrecimento	raiva
abominação	raiva
desprendimento	raiva
altruísmo	raiva
desambição	raiva
isenção	raiva
largueza	raiva
longanimidade	raiva
modéstia	raiva
sacrifício	raiva
emissão	raiva
alheamento	raiva
alheação	raiva
esquecimento	raiva
ausência	raiva
digressão	raiva
divagação	raiva
abstração	raiva
excurso	raiva
ressentimento	raiva
melindre	raiva
suscetibilidade	raiva
afetação	raiva
pedantismo	raiva
pretensão	raiva
recato	raiva
vergonha	raiva
pudor	raiva
escrúpulo	raiva
dengue	raiva
luxo	raiva
história	raiva
desconfiança	raiva
dúvida	raiva
indecisão	raiva
vacilação	raiva
susceptibilidade	raiva
besteira	raiva
capanga	raiva
denguice	raiva
dengo	raiva
ciúme	raiva
escamação	raiva
ressaibo	raiva
indício	raiva
ranço	raiva
sinal	raiva
vestígio	raiva
hidrofobia	raiva
higrofobia	raiva
danação	raiva
apetite	raiva
fome	raiva
apetência	raiva
orexia	raiva
desnutrição	raiva
lazeira	raiva
subalimentação	raiva
subnutrição	raiva
carência	raiva
escassez	raiva
indigência	raiva
inópia	raiva
necessidade	raiva
rafa	raiva
febre	raiva
sofreguidão	raiva
unha de fome	raiva
querer	raiva
desejar	raiva
aspirar	raiva
ansiar	raiva
almejar	raiva
ambicionar	raiva
cobiçar	raiva
apetecer	raiva
esperar	raiva
anelar	raiva
pretender	raiva
tencionar	raiva
intencionar	raiva
intentar	raiva
planear	raiva
planejar	raiva
projetar	raiva
exigir	raiva
ordenar	raiva
mandar	raiva
obrigar	raiva
impor	raiva
procurar	raiva
demandar	raiva
requerer	raiva
determinar	raiva
necessitar	raiva
precisar	raiva
carecer	raiva
preferir	raiva
optar	raiva
eleger	raiva
decidir-se	raiva
selecionar	raiva
escolher	raiva
dispor-se	raiva
oferecer-se	raiva
prestar-se	raiva
estimar	raiva
amar	raiva
gostar	raiva
prezar	raiva
apreciar	raiva
interessar-se	raiva
venerar	raiva
adorar	raiva
reverenciar	raiva
idolatrar	raiva
cultuar	raiva
consentir	raiva
autorizar	raiva
permitir	raiva
deixar	raiva
aceitar	raiva
concordar	raiva
conceder	raiva
condescender	raiva
anuir	raiva
aspiração	raiva
anseio	raiva
anelo	raiva
benquerença	raiva
intenção	raiva
propósito	raiva
desígnio	raiva
objetivo	raiva
intuito	raiva
intento	raiva
tenção	raiva
sem querer	raiva
preferência	raiva
predileção	raiva
precedência	raiva
primazia	raiva
anterioridade	raiva
antecedência	raiva
primado	raiva
principalidade	raiva
prioridade	raiva
privilégio	raiva
vantagem	raiva
excelência	raiva
perfeição	raiva
competência	raiva
sublimidade	raiva
superioridade	raiva
império	raiva
hegemonia	raiva
predominância	raiva
predomínio	raiva
preeminência	raiva
preponderância	raiva
prevalência	raiva
supremacia	raiva
antagonismo	raiva
libido	raiva
tesão	raiva
luxúria	raiva
apetite sexual	raiva
energia vital	raiva
sede	raiva
sequidão	raiva
interesse	raiva
ânsia	raiva
impaciência	raiva
afobação	raiva
pressa	raiva
afã	raiva
capital	raiva
metrópole	raiva
matriz	raiva
mãe	raiva
central	raiva
centro	raiva
núcleo	raiva
cerne	raiva
foco	raiva
seio	raiva
polo	raiva
base	raiva
catedral	raiva
sé	raiva
igreja	raiva
domo	raiva
assento	raiva
cadeira	raiva
banco	raiva
suporte	raiva
apoio	raiva
volúpia	raiva
pimenta	raiva
malagueta	raiva
pimenta-do-reino	raiva
pimenta-malagueta	raiva
malícia	raiva
brejeirice	raiva
mordacidade	raiva
sal	raiva
afrodisia	raiva
erotismo	raiva
incontinência	raiva
lascívia	raiva
libidinagem	raiva
lubricidade	raiva
sensualidade	raiva
sensualismo	raiva
voluptuosidade	raiva
arruaceiro	raiva
brigador	raiva
brigão	raiva
brigoso	raiva
briguento	raiva
colérico	raiva
genioso	raiva
provocador	raiva
rixento	raiva
valentão	raiva
agitado	raiva
ativo	raiva
azougue	raiva
esperto	raiva
foguete	raiva
irrequieto	raiva
levado	raiva
travesso	raiva
burrinho	raiva
caga-fogo	raiva
potó	raiva
vaquinha	raiva
voracidade	raiva
esganação	raiva
intemperança	raiva
destemperança	raiva
descomedimento	raiva
gula	raiva
glutonaria	raiva
edacidade	raiva
atração	raiva
