	0
sofreguidão	raiva
calamidade	tristeza
gratificação	alegria
desumanidade	medo
enfado	nojo
voracidade	raiva
catástrofe	tristeza
gorjeta	alegria
bestialidade	medo
enfaro	nojo
fome	raiva
revés	tristeza
caixinha	alegria
crime	medo
asca	nojo
impulso	raiva
tragédia	tristeza
beneplácito	alegria
feiura	medo
enjeitamento	nojo
ímpeto	raiva
tormento	tristeza
consentimento	alegria
monstro	medo
entejo	nojo
rompante	raiva
mesquinhez	tristeza
aprovação	alegria
bicho	medo
estranhamento	nojo
repente	raiva
contratempo	tristeza
prazimento	alegria
diabo	medo
repúdio	nojo
arroubo	raiva
intempérie	tristeza
mimo	alegria
mostrengo	medo
resistência	nojo
acesso	raiva
volta	tristeza
agradecimento	alegria
canhão	medo
oposição	nojo
malquerença	raiva
lástima	tristeza
perfume	alegria
bruxa	medo
objeção	nojo
excitação	raiva
golpe	tristeza
complacência	alegria
bruaca	medo
contestação	nojo
ardor	raiva
derrota	tristeza
delícia	alegria
xaveco	medo
denegação	nojo
fervor	raiva
sorte	tristeza
volúpia	alegria
bagulho	medo
divergência	nojo
êxtase	raiva
negrura	tristeza
comodidade	alegria
jararaca	medo
impugnação	nojo
frenesi	raiva
negrume	tristeza
conveniência	alegria
bucho	medo
nega	nojo
impetuosidade	raiva
miséria	tristeza
sanção	alegria
desagrado	medo
negaça	nojo
moda	raiva
sentimento	tristeza
cômodo	alegria
desprazer	medo
negação	nojo
repelo	raiva
moleza	tristeza
bem-aventurança	alegria
contrariedade	medo
negamento	nojo
violência	raiva
atribulação	tristeza
ventura	alegria
dificuldade	medo
recusa	nojo
voga	raiva
caiporismo	tristeza
dita	alegria
amofinação	medo
refusão	nojo
onda	raiva
casmurrice	tristeza
fortuna	alegria
dinheirão	medo
refutação	nojo
loucura	raiva
hipocondria	tristeza
sucesso	alegria
dinheirada	medo
rejeição	nojo
paixão	raiva
insucesso	tristeza
êxito	alegria
dinheirama	medo
anorexia	nojo
desespero	raiva
macaca	tristeza
triunfo	alegria
exorbitância	medo
cansaço	nojo
embravecimento	raiva
mofina	tristeza
vitória	alegria
batelada	medo
canseira	nojo
encarniçamento	raiva
morrinha	tristeza
acerto	alegria
monte	medo
fadiga	nojo
tesão	raiva
suicídio	tristeza
glória	alegria
montão	medo
inapetência	nojo
força	raiva
taciturnidade	tristeza
congratulações	alegria
quantidade	medo
quebreira	nojo
elã	raiva
transtorno	tristeza
felicitações	alegria
abundância	medo
sufocação	nojo
agastamento	raiva
urucubaca	tristeza
cumprimentos	alegria
enxurrada	medo
saciedade	nojo
amolação	raiva
vicissitude	tristeza
exultação	alegria
porção	medo
displicência	nojo
enguiço	raiva
zica	tristeza
regalo	alegria
profusão	medo
monotonia	nojo
feitiço	raiva
tanglomanglo	tristeza
distração	alegria
série	medo
xarope	nojo
mau-olhado	raiva
malemolência	tristeza
diversão	alegria
chorrilho	medo
hostilidade	nojo
quebranto	raiva
decepção	tristeza
divertimento	alegria
mundo	medo
animadversão	nojo
incompatibilidade	raiva
inconformação	tristeza
entretenimento	alegria
mundaréu	medo
inimizade	nojo
braveza	raiva
desprazimento	tristeza
passatempo	alegria
amontoado	medo
prevenção	nojo
enfurecimento	raiva
malgrado	tristeza
recreação	alegria
intensamente	medo
calor	nojo
ferocidade	raiva
abate	tristeza
satisfazer	alegria
muito	medo
veemência	nojo
briga	raiva
nirvana	tristeza
comprazer	alegria
bastante	medo
arrojo	nojo
desavença	raiva
baixa	tristeza
aprazer	alegria
imenso	medo
audácia	nojo
luta	raiva
rebaixamento	tristeza
agradar	alegria
demais	medo
bravura	nojo
rixa	raiva
debilidade	tristeza
permissão	alegria
demasiado	medo
brio	nojo
avaria	raiva
enfraquecimento	tristeza
alvoroço	alegria
demasiadamente	medo
coragem	nojo
defeito	raiva
acabrunhamento	tristeza
amenidade	alegria
excessivamente	medo
determinação	nojo
falha	raiva
abaixamento	tristeza
calma	alegria
exageradamente	medo
disposição	nojo
agressão	raiva
dedução	tristeza
conforto	alegria
respeito	medo
intrepidez	nojo
hostilização	raiva
desconto	tristeza
despreocupação	alegria
caguira	medo
ousadia	nojo
ofensa	raiva
diminuição	tristeza
otimismo	alegria
sobrosso	medo
valentia	nojo
dureza	raiva
humilhação	tristeza
tranquilidade	alegria
reverência	medo
enojamento	nojo
brutalidade	raiva
languidez	tristeza
aconchego	alegria
obediência	medo
chateação	nojo
belicosidade	raiva
palerma	tristeza
saúde	alegria
veneração	medo
ambição	nojo
dinamismo	raiva
abalo	tristeza
segurança	alegria
sobressalto	medo
desinteresse	nojo
energia	raiva
caimento	tristeza
beatitude	alegria
desassossego	medo
vazio	nojo
empreendimento	raiva
decadência	tristeza
bem	alegria
inquietude	medo
pasmaceira	nojo
atividade	raiva
declínio	tristeza
independência	alegria
assombro	medo
apatia	nojo
cisma	raiva
ruína	tristeza
prosperidade	alegria
ameaça	medo
morte	nojo
antagonismo	raiva
escuridão	tristeza
benevolência	alegria
tremor	medo
anojamento	nojo
desafeição	raiva
baixeza	tristeza
benignidade	alegria
pontualidade	medo
solda	nojo
implicação	raiva
indiferença	tristeza
condescendência	alegria
zelo	medo
noite	nojo
implicância	raiva
anemia	tristeza
estorvo	alegria
diligência	medo
abalançar	nojo
pontinha	raiva
astenia	tristeza
conteúdo	alegria
empenho	medo
romanear	nojo
quizília	raiva
letargia	tristeza
doçura	alegria
rigor	medo
sopesar	nojo
teiró	raiva
estrago	tristeza
desenfado	alegria
escrúpulo	medo
avaliar	nojo
alergia	raiva
fossa	tristeza
maravilha	alegria
cuidado	medo
apreciar	nojo
contragosto	raiva
diferença	tristeza
alienação	alegria
salto	medo
analisar	nojo
embirração	raiva
arrefecimento	tristeza
absorção	alegria
surpresa	medo
considerar	nojo
quizila	raiva
redução	tristeza
delírio	alegria
tremura	medo
estimar	nojo
mau humor	raiva
desgaste	tristeza
endeusamento	alegria
espavento	medo
estudar	nojo
desdém	raiva
matança	tristeza
embevecimento	alegria
alarme	medo
examinar	nojo
desconsideração	raiva
lentidão	tristeza
enlevamento	alegria
assombração	medo
observar	nojo
desapreço	raiva
esgotamento	tristeza
fascínio	alegria
peladura	medo
ponderar	nojo
descaso	raiva
torpor	tristeza
transporte	alegria
acovardamento	medo
presumir	nojo
frieza	raiva
opressão	tristeza
suspensão	alegria
intranquilidade	medo
imaginar	nojo
desatenção	raiva
aniquilamento	tristeza
embriaguez	alegria
intimidação	medo
calcular	nojo
menosprezo	raiva
atimia	tristeza
encanto	alegria
consumição	medo
conjecturar	nojo
menoscabo	raiva
derrubada	tristeza
enleio	alegria
mortificação	medo
prever	nojo
depreciação	raiva
descaimento	tristeza
anagogia	alegria
desconfiança	medo
supor	nojo
vilipêndio	raiva
desvalorização	tristeza
contemplação	alegria
pressentimento	medo
influenciar	nojo
detração	raiva
lombeira	tristeza
espasmo	alegria
hesitação	medo
atuar	nojo
pouco-caso	raiva
marasmo	tristeza
enlevação	alegria
suspeita	medo
induzir	nojo
desrespeito	raiva
morbidez	tristeza
voo	alegria
suspeição	medo
influir	nojo
desacato	raiva
nostalgia	tristeza
pasto	alegria
arquejo	medo
instigar	nojo
negligência	raiva
quebra	tristeza
riso	alegria
estertor	medo
intervir	nojo
desfavor	raiva
quebradeira	tristeza
flama	alegria
impaciência	medo
motivar	nojo
desamor	raiva
quebramento	tristeza
interesse	alegria
vasca	medo
sugestionar	nojo
desculto	raiva
quebrantamento	tristeza
vida	alegria
estresse	medo
recair	nojo
desprendimento	raiva
amortização	tristeza
vigor	alegria
stress	medo
incidir	nojo
abandono	raiva
bônus	tristeza
admiração	alegria
aspiração	medo
apertar	nojo
desapego	raiva
inanição	tristeza
encantamento	alegria
ofego	medo
calcar	nojo
alheamento	raiva
subtração	tristeza
frenesim	alegria
anelo	medo
estender-se	nojo
renúncia	raiva
umbigo	tristeza
centelha	alegria
anelação	medo
imprensar	nojo
abnegação	raiva
decremento	tristeza
estro	alegria
confusão	medo
oprimir	nojo
isenção	raiva
depleção	tristeza
iluminação	alegria
dubiedade	medo
premer	nojo
relutância	raiva
adelgaçamento	tristeza
inspiração	alegria
ambiguidade	medo
prensar	nojo
queixa	raiva
saudade	tristeza
lampejo	alegria
dubiez	medo
pressionar	nojo
despeito	raiva
banzo	tristeza
sopro	alegria
imprecisão	medo
sobrecarregar	nojo
fel	raiva
derrotismo	tristeza
transe	alegria
indecisão	medo
abater	nojo
melindre	raiva
desconforto	tristeza
paladar	alegria
indefinição	medo
aborrecer	nojo
ciúme	raiva
malacia	tristeza
gustação	alegria
indeterminação	medo
chatear	nojo
escamação	raiva
viuvez	tristeza
sabor	alegria
insegurança	medo
desagradar	nojo
mossa	raiva
desconsolação	tristeza
sensação	alegria
interrogação	medo
descontentar	nojo
ressaibo	raiva
afeição	tristeza
palato	alegria
irresolução	medo
desgostar	nojo
higrofobia	raiva
sufoco	tristeza
saibo	alegria
oscilação	medo
estorvar	nojo
querer	raiva
pecado	tristeza
apetência	alegria
perplexidade	medo
importunar	nojo
cobiça	raiva
trauma	tristeza
aptidão	alegria
vacilação	medo
incomodar	nojo
cupidez	raiva
desmaio	tristeza
propensão	alegria
cobardia	medo
maçar	nojo
febre	raiva
desfalecimento	tristeza
predileção	alegria
tremelique	medo
magoar	nojo
apego	raiva
síncope	tristeza
predisposição	alegria
maricagem	medo
perturbar	nojo
sede	raiva
preguiça	tristeza
inclinação	alegria
adinamia	medo
apiedar	nojo
lubricidade	raiva
amortecimento	tristeza
tendência	alegria
fragilidade	medo
comiserar	nojo
tentação	raiva
chatice	tristeza
preferência	alegria
atonia	medo
comover	nojo
fantasia	raiva
perda	tristeza
simpatia	alegria
debilitação	medo
compadecer	nojo
concupiscência	raiva
má sorte	tristeza
queda	alegria
definhamento	medo
compungir	nojo
atração	raiva
desastre	tristeza
fraco	alegria
depauperação	medo
condoer	nojo
atração física	raiva
tribulação	tristeza
pendor	alegria
esfalfamento	medo
consternar	nojo
libido	raiva
desfortúnio	tristeza
habilidade	alegria
extenuação	medo
contristar	nojo
apetite sexual	raiva
desgraceira	tristeza
vocação	alegria
fraqueira	medo
emocionar	nojo
lascívia	raiva
amuo	tristeza
veia	alegria
neurastenia	medo
enternecer	nojo
propósito	raiva
agrura	tristeza
sensibilidade	alegria
acobardamento	medo
entristecer	nojo
pretensão	raiva
desilusão	tristeza
bom gosto	alegria
desbrio	medo
molestar	nojo
desígnio	raiva
desapontamento	tristeza
elegância	alegria
tibiez	medo
penalizar	nojo
intenção	raiva
desencanto	tristeza
finura	alegria
tibieza	medo
sensibilizar	nojo
intento	raiva
desencantamento	tristeza
fineza	alegria
timidez	medo
tocar	nojo
intuito	raiva
arrependimento	tristeza
refinamento	alegria
vício	medo
equilibrar-se	nojo
capricho	raiva
penar	tristeza
requinte	alegria
deficiência	medo
compaixão	nojo
devaneio	raiva
suplício	tristeza
esmero	alegria
deformidade	medo
compunção	nojo
extravagância	raiva
martírio	tristeza
primor	alegria
desdouro	medo
contrição	nojo
mania	raiva
calvário	tristeza
discrição	alegria
deslustre	medo
nuvem	nojo
obstinação	raiva
prova	tristeza
harmonia	alegria
eiva	medo
pesadume	nojo
sonho	raiva
provação	tristeza
maneira	alegria
falta	medo
remorso	nojo
teimosia	raiva
tortura	tristeza
modo	alegria
imperfeição	medo
problema	nojo
veleidade	raiva
penúria	tristeza
jeito	alegria
ineficácia	medo
pepino	nojo
veneta	raiva
pobreza	tristeza
estilo	alegria
ineficiência	medo
fumo	nojo
rasgo	raiva
flagelo	tristeza
forma	alegria
inutilidade	medo
braçal	nojo
alvitre	raiva
paciência	tristeza
critério	alegria
labéu	medo
vexame	nojo
arbítrio	raiva
resignação	tristeza
opinião	alegria
mácula	medo
desonra	nojo
bel-prazer	raiva
conformação	tristeza
discernimento	alegria
mancha	medo
enxovalho	nojo
cabeça	raiva
conformidade	tristeza
escolha	alegria
senão	medo
opróbrio	nojo
juízo	raiva
tolerância	tristeza
mercê	alegria
indefensabilidade	medo
ignomínia	nojo
ganância	raiva
incômodo	tristeza
talante	alegria
vulnerabilidade	medo
demérito	nojo
precedência	raiva
maçada	tristeza
opção	alegria
delicadeza	medo
descrédito	nojo
primazia	raiva
apoquentação	tristeza
retribuição	alegria
subtileza	medo
aviltamento	nojo
amor	raiva
aperreação	tristeza
recompensa	alegria
palidez	medo
desdoiro	nojo
lazeira	raiva
insipidez	tristeza
